test_id,uchumi,kitaifa,michezo,kimataifa,burudani,afya
SW28431,0.04598890188588417,0.9539566431911768,6.016363161685988e-07,3.4664581605717025e-34,1.587407062915181e-18,5.385328644724369e-05
SW27695,4.4290721227362e-12,0.9999999999954525,5.496512728771956e-19,4.339768917154828e-56,5.19075276018356e-40,3.598584849836334e-27
SW3156,1.3584736985941522e-10,0.9999999998644853,1.384824894820538e-18,6.384820539982918e-92,7.823639059196268e-65,1.9739540316945754e-33
SW1980,0.9992084340774631,0.0007915601639774698,5.744117280727777e-09,1.062817211160733e-51,3.5656143263604833e-37,1.4484969624303758e-11
SW14691,0.00011636681024137564,0.9966812545489874,0.003202378631961488,4.694740257610319e-46,5.208589593409418e-35,8.601936239705418e-12
SW27466,4.791788727833823e-09,0.9999999952078724,7.649550020106014e-14,8.774562361494407e-72,8.394870905099643e-49,4.880949514844821e-26
SW26916,0.41055938754879195,0.5887773201152968,0.0006617149256193905,6.955396506548981e-22,1.6380008212521665e-16,1.5774103103512663e-06
SW26726,0.47359101588125335,0.44506373321269826,0.08087951228077299,2.2441593051187717e-14,4.258884650135172e-14,0.00046573862512217185
SW10251,0.8599782557067382,0.13616074581163587,0.00369158658631254,2.309228389355938e-24,5.622704166340526e-17,0.00016941189530340756
SW19172,0.9118487161966341,0.08815128341153065,3.916377079291828e-10,3.5975699817651684e-65,4.303968560298152e-56,1.1415612849209796e-19
SW13565,0.01854098195527941,0.980666008330508,0.0007929788971903201,7.410289671165472e-26,1.6325741640410733e-18,3.081705179228646e-08
SW7340,0.44828651996723645,0.5462357164970136,0.0054759673080148905,3.66535626291792e-15,2.617060454272222e-16,1.7962278217413832e-06
SW8821,0.34458836502192547,0.022883100730023313,0.6278060682546858,5.88530012381265e-13,2.0549006860230677e-13,0.00472246599258147
SW2417,4.805491051293933e-08,0.9999999518895504,5.571666105933342e-11,6.625001111181502e-39,1.2124528803239325e-20,3.8595404327183855e-14
SW4190,0.005850348269949821,0.9830726606169284,0.01107625708899803,1.247151235782359e-15,4.121531625885382e-12,7.340199199655676e-07
SW2353,0.08725941707507454,0.9122087991541287,0.000528415463025281,3.6072418684615217e-17,1.098546786702125e-09,3.367209325109725e-06
SW15585,0.19272804364692697,0.8072713655587562,5.907651510165761e-07,1.2455592076122185e-44,2.3401007117498295e-35,2.9022362534576396e-11
SW13772,0.03345239131483394,0.9617135784909016,4.62847788366007e-06,4.626102235276877e-38,9.532338902544454e-20,0.004829401716182628
SW15499,0.6240383667848501,0.375947746199706,1.3887015499515092e-05,8.460461909723334e-43,6.854822517798122e-22,3.9056563430269596e-14
SW15137,0.0046524247586284635,0.9953475750303115,1.845083811979732e-10,2.4394371018363183e-40,2.3168745415074948e-27,2.6957654160174242e-11
SW3864,0.8655226063195972,0.13403015660717982,0.0004218264697573887,1.1121586681067753e-23,4.275120941563988e-15,2.541060346691649e-05
SW5814,0.9644952486067213,0.035504574477866514,1.7691549130128793e-07,1.792098530871926e-61,5.172271778478339e-32,1.0568940879102941e-13
SW7773,0.00022709797469747028,0.9997724487015617,4.533233690502115e-07,1.5843544751796473e-41,3.5679596821393853e-37,3.160580133651703e-14
SW29567,0.06688772991625733,0.6842467428136478,0.22775689390639967,2.801643445808239e-12,0.01972224932930468,0.0013863840315365365
SW25343,0.2833724843850429,0.6919041709884854,0.024633393198960126,5.0960075336558e-13,1.0902385918638862e-06,8.886118843082458e-05
SW20667,1.2886444477282648e-05,0.9999871133489218,2.066860691885899e-10,1.0063717121563182e-32,6.810542036073923e-22,1.3280772372800064e-15
SW8266,0.03448195989479742,0.9650432836947979,0.00047475637943750594,1.0991376630669758e-34,1.2591150355899697e-25,3.101253222037303e-11
SW19347,0.08461409571947985,0.9122903238008503,0.0030955804782428252,4.718686908011619e-27,5.756767796988223e-27,1.2368876186771183e-12
SW4982,0.4206077479743228,0.5787814915276958,0.0006107567697302543,1.0121739217100079e-42,8.632872131807273e-36,3.7283511856313275e-09
SW25382,0.0006295030834019495,0.999104269934785,0.00026622698145198185,2.2107007080412534e-37,2.431354213751363e-28,3.1304227759410474e-13
SW20514,4.889474650653791e-15,1.0,6.630075951565708e-27,1.3413083564423025e-122,1.2380914901390179e-88,8.468014409765879e-33
SW20256,0.09647595669129416,0.10960486660593571,0.7939190055622057,1.6030200102485048e-19,1.0991443796628773e-07,6.122611351879072e-08
SW26455,7.560338197862396e-05,0.999915158272353,9.238345490644911e-06,1.4821426674380824e-34,2.1489716062829375e-25,7.59139567413742e-17
SW25317,0.8000008444616955,0.012418157161732417,0.18741425236585973,1.3036280669142951e-11,2.3989209260163166e-14,0.00016674599766236496
SW29968,1.6544802187496143e-10,0.9999999996953193,1.3897079634262189e-10,2.4308220471232164e-95,2.5712613446552015e-74,1.0796297038719106e-33
SW5027,0.022069128448390245,0.9748842313706981,0.003046589172968231,1.130058655026401e-20,2.124827129637292e-18,5.100795209992196e-08
SW21763,0.008156068171954722,0.9914110028597576,0.00039455853028622713,1.413979338351317e-17,6.2501052070954545e-09,3.836418784463804e-05
SW2723,0.9990533693454208,0.000823079335497706,0.0001235507787538005,7.509599219909187e-36,1.1972419756731097e-32,5.403100290740962e-10
SW13562,0.9955414061184503,0.0023622715505785302,0.0020915664475185556,1.5583486404954473e-28,9.503128828296888e-18,4.755883665768571e-06
SW9804,0.0013234654776159672,0.9986711843704804,5.3501517881565275e-06,8.360485122325176e-38,3.995749428430692e-22,5.299995135853701e-14
SW29425,0.8349015921784932,0.06998813348739003,0.09511027425360731,3.658523993116975e-26,6.243441334016721e-19,8.040625585037116e-11
SW24925,0.37792449949073,0.6210415698243335,0.0010286395931395533,2.3286002248419365e-24,7.031329720846639e-16,5.291091671295113e-06
SW8592,0.0034001054606496955,0.9965733655622311,2.6528977270806408e-05,2.3388264631140704e-38,6.937295762045192e-24,2.183956466628342e-14
SW29941,4.498294571308113e-07,0.9999986330963359,9.170458383245177e-07,1.0290640695805378e-36,2.781673526232361e-23,2.8344470472804794e-11
SW30975,0.0001454888284190014,0.9998545111719155,6.814326966510289e-16,8.157425503943104e-77,5.2138693767308e-59,4.6707450053521905e-27
SW6280,0.012864072041516133,0.9767571579758623,0.010364442087652666,2.3442323718774603e-14,3.7642407526673355e-08,1.4290252449559231e-05
SW7923,0.0016569000777236073,0.9982660646364662,7.703528024643628e-05,8.661294080619865e-26,1.78732184541781e-15,5.5719244532560245e-12
SW13953,0.8256242818214921,0.1741644341303227,3.5901784730210494e-05,2.1923394746389154e-24,2.1141132701819637e-21,0.00017538226362555384
SW16244,3.4847967870965585e-07,0.9999996515180708,4.018443677386083e-17,2.6776701967720365e-126,7.044713079661721e-85,2.2016049207134085e-12
SW15760,0.19439652889147266,0.7866196796310855,0.018983789171252364,1.374103820840888e-24,3.723526998728764e-19,2.306391822131638e-09
SW5177,0.020883844855679675,0.9582066525769148,0.020908670387402267,3.0347596302441845e-16,1.8847690254329367e-13,8.321797020763389e-07
SW30306,0.25093158435825463,0.7457749073649014,0.0032934452397971633,5.370996304092298e-16,2.4308756872422493e-10,6.279386202179638e-08
SW24347,0.8493405347897838,0.029826393698748007,0.12083306655018564,1.9744019490081584e-34,2.657430709596486e-23,4.9613927992780384e-09
SW28586,0.0016786408805201333,0.9983210944650758,2.646540754987526e-07,1.1068921841433103e-45,1.4796407989532012e-21,1.865618359380126e-14
SW14967,0.9999853811354934,1.4316943580190528e-05,3.01920642018784e-07,3.1102461770382345e-52,7.176695439966232e-30,2.781602580695783e-16
SW11902,2.4193032290409984e-05,0.9999758069623376,5.1360917430715986e-12,4.321691277990362e-79,1.7581138194445827e-46,3.2136469730753884e-22
SW14490,0.15630810909139126,0.8282966577363046,0.015395232421916321,4.5491157138619354e-26,6.732019350831194e-23,7.502665829263476e-10
SW25234,0.017423648531631232,0.8459561951221354,0.13659591324254786,1.8475382860529352e-16,2.6623712213143735e-07,2.3976866584323583e-05
SW8706,0.11417296883973028,0.8858244771347275,2.5536398153238505e-06,7.242882382490817e-31,8.305568367020096e-23,3.857288338722216e-10
SW13056,0.3666431562854702,0.6294357415912331,0.0031916280841189364,1.8499156459882148e-13,1.9183800138975237e-09,0.000729472120658671
SW6530,2.6247383823278036e-06,0.9999967496103711,6.25650831243311e-07,4.650340925324427e-59,5.582055374381998e-42,1.0008386565626918e-15
SW21570,0.006073614358475984,0.9875113325979746,0.006369109009442893,4.021472552761062e-16,1.149519510096516e-09,4.5942884670070485e-05
SW24708,0.4804224330280697,0.5194971861826778,7.984197315188284e-05,1.5063499296471496e-26,3.5224862224994006e-17,5.388160235759193e-07
SW1154,0.15683512028827576,0.0009748801009680106,0.8421890501083323,2.5144294444071734e-17,6.193381816706546e-13,9.495018988679592e-07
SW23015,2.743998607714946e-10,0.9999999997253326,2.4327489232681334e-21,3.344010467727231e-91,2.487444548877931e-75,2.59203843579662e-14
SW1020,0.9619540442421644,0.03291402410883285,0.005129706364137651,2.1707395998824232e-35,3.754111965740904e-24,2.2252849400192405e-06
SW22089,0.043186956925609594,0.9470304253027522,0.009743708798065121,1.4332182332684992e-20,3.884386759635128e-05,6.510587292002015e-08
SW8872,0.06774758006621817,0.920331811381319,0.011919992985491809,3.1933102195073617e-11,1.219351921073513e-07,4.935997961720464e-07
SW4666,1.6545575093646022e-09,0.9999999983447196,1.8088655906544254e-15,3.375604293406715e-113,2.617182791329677e-79,4.207994047395087e-28
SW18348,0.0027044669300911395,0.9972950778933738,4.549431924137661e-07,2.3424311943589427e-32,1.583938004057615e-26,2.33404316471685e-10
SW12559,0.2597178555547828,0.7304930849315333,0.009789059152175244,2.356820689610883e-22,7.012627718381933e-14,3.6135794862237e-10
SW4814,0.002537533217420244,0.9974251599844857,3.7306798032913276e-05,1.3993450601633657e-42,7.368244978250356e-41,2.707820385268492e-18
SW27265,0.0403185192932247,0.9587374250806735,0.0009439320084478566,4.014086167779995e-22,6.02462209477809e-17,1.2361762684368058e-07
SW14240,0.9752572042031639,0.02338089260678044,0.001361903182567588,1.988532655387306e-36,6.482865136844359e-26,7.623694230319522e-12
SW9933,0.07720462246255233,0.9001990970104465,0.015076046467699835,6.75315691053416e-12,5.21073521765008e-07,0.007519712979114457
SW27150,4.42047752467061e-05,0.9999557029475714,9.227227683933944e-08,3.104384227278612e-35,6.253948561368653e-20,4.8354986372729754e-12
SW24459,0.00035800767273063745,0.9971254907001916,0.0025165016271203123,2.667103582979124e-26,1.2133385883749998e-22,4.876207789923709e-14
SW5191,0.9889635318462268,0.010918069136895466,0.00011839901674016351,2.3306370269483848e-51,1.01473881428578e-40,8.303380545341629e-14
SW21498,0.10503126541692152,0.8920951680544049,0.0019992319279042462,8.523448654589704e-24,2.238412965692451e-20,0.0008743346006687908
SW28891,0.004011955702397982,0.9959880440637988,2.336194691379265e-10,2.080173220587915e-51,6.12069544152284e-36,5.5419792371409355e-19
SW9277,1.2804025423640092e-06,0.9999987195978076,2.2564606836496644e-14,1.1076994364186974e-74,1.5666457756762533e-56,1.8161131939830106e-29
SW1263,0.0008114165427737008,0.9991885831838172,2.7361346449462333e-10,3.339125867188863e-81,3.787391036872793e-55,3.635500668964617e-27
SW2651,0.04469780066893653,0.9552576923041064,4.450526566075555e-05,1.43755180004373e-32,3.64912640075243e-18,1.7612320507774041e-09
SW28653,7.715076427756025e-14,1.0,1.4273781311423848e-31,1.9637920854935846e-169,3.2796698580684656e-112,9.564724033363422e-48
SW19048,0.0001524891708248986,0.9998475107647695,6.443220044423887e-11,1.0649260674908001e-49,4.739962020455901e-27,1.3258852472888722e-17
SW2585,1.3661023770114454e-08,0.9999999863343874,4.795956678245111e-12,1.4586536672593434e-47,8.372519816128904e-23,1.061304635314125e-14
SW6022,0.9990312852658427,0.00017671273370974255,0.0007920019001822158,5.599609312219683e-19,7.84505815451327e-22,1.0022321775430238e-10
SW11920,7.042359524813347e-07,0.9999992957639485,4.297101714961379e-15,1.0202980323430406e-69,1.0485602667661722e-46,4.158072081715052e-21
SW7432,0.01403611645680016,0.9859631021249471,7.522955992692484e-07,1.9594750838285122e-42,7.934583911064878e-22,2.9122797053154292e-08
SW8629,0.025066460462892126,0.9749327257757271,3.7355099297985063e-07,1.4843439838590322e-26,4.026849808550628e-23,4.4021025925657426e-07
SW14220,0.04767673606598514,0.9515553234855658,0.0007670508889872456,5.270310132483832e-22,2.543482878289867e-08,8.641245875698025e-07
SW15488,0.01787198762036559,0.9821278202523105,1.9193244699716613e-07,1.0530826579175332e-28,6.449494447573797e-16,1.947625896005449e-10
SW25622,0.4206077479743228,0.5787814915276958,0.0006107567697302543,1.0121739217100079e-42,8.632872131807273e-36,3.7283511856313275e-09
SW12938,9.471367268897864e-05,0.9999052863276982,3.108655155925151e-14,1.0990048554604171e-88,5.08616922804857e-70,2.2309881173533287e-27
SW13787,0.024904814756042625,0.9750468738990251,4.8300290799541614e-05,9.967716974464692e-23,9.45705345577658e-16,1.105414840421242e-08
SW16378,0.08683799276224506,0.005688098671983083,0.9074737933484054,7.402609618001313e-18,1.0622489805503606e-25,1.1521743382312303e-07
SW6152,0.0005250134418727131,0.9968137660937414,0.0026612203234852028,1.265373975866663e-26,1.2252015539167762e-10,1.8262419986599953e-11
SW18808,0.12219706283922063,0.8776215555266094,0.00016618415722289615,1.3197231999999194e-31,5.357829694085076e-24,1.5197477122496577e-05
SW12524,1.901053665088883e-05,0.9999796014569773,1.3880065911126168e-06,3.4680838982183204e-31,6.118520018211481e-23,8.4000848658378065e-16
SW22468,0.05622388979341988,0.9437761084474995,1.7590257601086181e-09,6.236537759865149e-69,2.2715263477488003e-47,3.8488642964321025e-21
SW3321,0.27756346677854904,0.702893485928129,0.015529482269705583,1.6141595647165033e-07,2.083401377118384e-05,0.003992569593927737
SW8157,0.8801329931714146,0.11916203591537243,0.0006896945678760496,1.0048572461197121e-13,1.520455939034067e-11,1.5276330007252025e-05
SW5930,7.531587543578358e-05,0.9999233677718667,1.3163491959257656e-06,4.983002859200551e-33,2.0052313187382087e-21,3.610731527683879e-12
SW30598,0.059038953294255465,0.9409553004601425,5.746245989618432e-06,8.307917520096451e-44,1.1638988221538228e-29,1.1806642222462216e-16
SW25589,0.09024786418969696,0.9097357928480496,1.6342962666731897e-05,7.95852242498184e-46,3.798691826438534e-37,1.9366865999097413e-19
SW21849,2.7511950554274407e-05,6.444410368103526e-06,3.317110713091541e-08,2.0099688859942826e-33,1.310632050989075e-23,0.9999660104678159
SW27109,0.16329704042571697,0.8303575695981815,0.00041601280602670404,4.569022161699757e-20,5.2291101846176043e-14,0.005929377169937255
SW9597,0.9273169422710845,0.042013127767601716,0.030657115093855183,1.7322648818266559e-12,1.9367512194922994e-10,1.2814672012678648e-05
SW21180,0.9210623966302579,0.04490338726878999,0.03025356397042667,4.280644605666223e-11,1.1968213321607456e-11,0.0037806520756498785
SW14928,0.008467932344776871,0.9915118695802783,9.211885814636012e-06,3.0641887461470965e-33,5.040040577635478e-19,1.098618929167735e-05
SW19597,0.9878879449882021,0.012110996359958676,1.058303285994309e-06,1.3692570891784473e-34,5.725000024449532e-19,3.4848963316870456e-10
SW1469,0.015433731241944252,0.984527109294858,3.912163138221228e-05,9.113341829313459e-35,9.154046004185724e-20,3.783170463132706e-08
SW21734,0.9642863723236857,0.035707584911856986,6.020842805544038e-06,9.073771056726522e-31,9.996833325650072e-26,2.192142591808869e-08
SW16065,0.4898340211012859,0.49195543012550114,0.01821014295817879,2.5597894862261772e-23,1.5894685857432595e-13,4.0581504806348284e-07
SW15224,0.00015877173251931185,0.9998396520991536,1.5711821124575265e-06,2.1259216774574437e-18,7.776930305316761e-14,4.9861868833095855e-09
SW22892,0.30627063013841804,0.6838940232189459,0.00756663732551565,2.6346005884060276e-10,0.00023697912097580547,0.0020317299327354387
SW10632,0.0008166118553258432,0.9991832238054196,7.326656522472868e-08,6.526153642097557e-24,5.207999167490506e-19,9.107271396051261e-08
SW25353,0.23545451120758484,0.7639133186474711,0.0006321652883787594,5.150783037880749e-25,1.9126054075650607e-15,4.8564004416855585e-09
SW9450,5.805801682603333e-05,0.9999419134892118,2.8494062936739533e-08,1.0064078151911798e-46,1.3246444787235981e-33,5.53113562246362e-19
SW3913,0.05536388383270741,0.9445871914377938,4.874377062444148e-05,1.3015550831410912e-23,3.2103855445740405e-22,1.8095886906581642e-07
SW18869,1.1555137506453622e-05,0.9999884448428974,1.9585141987066596e-11,6.934165915587734e-35,1.1829205601970449e-29,8.01816575764961e-17
SW23203,0.2744726384276758,0.7255272886130296,7.295935187561027e-08,1.656450537932708e-55,4.2449013096550345e-39,1.2323236779466331e-15
SW28572,8.909461468165659e-05,0.9999108818169115,2.3568344276912448e-08,1.1626756279358171e-84,1.3052175175687423e-56,8.162624536867775e-26
